epoch,train_loss,val_loss,val_auc,Atelectasis,Cardiomegaly,Consolidation,Edema,Effusion,Emphysema,Fibrosis,Hernia,Infiltration,Mass,Nodule,Pleural_Thickening,Pneumonia,Pneumothorax
11,1.042446437183014,1.0905122696669236,0.7700637717218903,0.7334239127308668,0.8573538299558487,0.7770604043623175,0.8677210913169062,0.8110005475728547,0.8316365749051611,0.7440987933634992,0.8352878045491324,0.6763530746920292,0.7153564247722616,0.6733806740446844,0.7360896918711007,0.6998140074211502,0.8223159725486509
12,1.0303108176784297,1.1059176591111393,0.7762512714208992,0.7356656112742376,0.8620468046326273,0.7830881097696614,0.8645100631747108,0.8198442648593847,0.8252726923916636,0.7657549245100544,0.8498653315951931,0.6824052032491362,0.7234847814561599,0.677678738727753,0.7507976011384997,0.7095111317254174,0.8175925413880886
13,1.0160149907072384,1.105542167657759,0.7767875479440717,0.7386164588209843,0.8759225301602717,0.7785842603950213,0.8663945131593811,0.8226216439832771,0.8353568873655446,0.7582633679589904,0.8607127873175702,0.6776298557850887,0.7240079397060993,0.6745930726242029,0.7471044806015223,0.6912527829313544,0.8239650904076966
14,1.0041697115512656,1.0926052324228,0.7794231228285564,0.7417083556939637,0.8819558161950849,0.7856700677773523,0.8621781256555485,0.8187058740497511,0.8411823986754069,0.7556075650295897,0.8532030102790015,0.6767542383779058,0.7304763946302169,0.6767677017405063,0.7529940245573046,0.7101983611626469,0.8245217857755116
15,0.9890290766084127,1.1109499797502926,0.7823118151956538,0.7427880157653131,0.8834441593792906,0.7862538430806664,0.8723171927191751,0.8287411282810396,0.8310579221303145,0.7657229797106678,0.8524547484191914,0.682610258413234,0.7333878859255714,0.6852029636492338,0.7560851885780239,0.7089529220779222,0.8233462046095114
16,0.9799398102948809,1.089896847840019,0.7855236734276232,0.7486489502427016,0.8699727406446572,0.7840208742164495,0.8720518468315827,0.8284973326632377,0.8479531207314405,0.769698729223353,0.8733676840780364,0.6841657602770127,0.7378330228139747,0.6860591079161511,0.7562447998520847,0.7088041125541126,0.8300133459419303
17,0.9685142612100667,1.0906037676496863,0.7823480714748776,0.7493868143895757,0.8833995184150697,0.7789517496335577,0.8730728385051072,0.8245222557303131,0.8398203537111355,0.7670231956825665,0.8445600707243249,0.6832377104488024,0.7304195629298403,0.6820045378973542,0.7571850286165716,0.712693104514533,0.8265962594495352
18,0.9583997301693655,1.0964906788838644,0.7871373690338397,0.7492687281553154,0.8843189879072255,0.784429280442867,0.873158513659615,0.8323636073441709,0.8422390219305682,0.7753518312512839,0.8623507222272169,0.6823465537835585,0.7429464742182499,0.6907874103276388,0.7657121506270994,0.7090752164502163,0.8255746681487298
19,0.9450561685482322,1.231454074767604,0.7516307394787088,0.7148013075608641,0.8564882580827019,0.7754232568020613,0.8505358353100643,0.8042177931593691,0.805799473233004,0.6945875487941151,0.8164023869459679,0.6729365639198226,0.6753668152277245,0.6244375773293995,0.7438185474043382,0.6790196351267779,0.8089953538057131
20,0.9330648346207081,1.0958350753809833,0.7900395828167558,0.758533309419837,0.8908588145151514,0.785177955395113,0.8764803295089638,0.8386105054581389,0.8520372653425409,0.7672400444972264,0.8535195465851539,0.685245856078249,0.7496014772825628,0.6980469307663938,0.7559135311700719,0.7145840290661719,0.8347045643490074
21,0.9331520836152921,1.127507195047703,0.7933939626075318,0.7581438053032967,0.8836385864550654,0.7848566548093621,0.874012138742315,0.8393361282823294,0.852688952802892,0.7713933695123846,0.8959148086547394,0.6883607697701781,0.7444099507292155,0.6964959000547254,0.7649221483579437,0.7158639455782314,0.8374783174527685
22,0.9179124588045979,1.109834794633871,0.7927574037086214,0.7581419781810474,0.8837878873387476,0.7815036049566065,0.8840210037759596,0.8375083357684125,0.8589442784289893,0.773218482384009,0.8725117249542987,0.6872475633444073,0.7456757098640734,0.7010656771973447,0.760297798639067,0.7137418058132343,0.8409378012745005
23,0.8978822097564355,1.1198514788231173,0.7929981873251105,0.7587368530941153,0.8688181222607021,0.7848258870081197,0.8822747736844653,0.8401476758174251,0.8587777870369144,0.7744740382736278,0.8865320357217776,0.6891244468423174,0.7475101145096346,0.6985682164271438,0.7577336879939265,0.7122564935064934,0.8421944903748845
24,0.8915111494178956,1.171877902669236,0.7912987794742925,0.7626054686580976,0.8855316096844914,0.7824513468438714,0.8762184126446241,0.8389863876249527,0.853375513460232,0.7697433893056328,0.8575221388114718,0.6885456513959733,0.7452718872346934,0.7043916221031217,0.7656199136600357,0.7114134199134199,0.8365061512994783
25,0.8807988530635155,1.141428340776921,0.7939584887366861,0.7612306042796301,0.890097305357931,0.782962772241462,0.8812728937728938,0.841668357680057,0.8589961555545343,0.7747948016415869,0.8674677470106986,0.6892594512725151,0.7507206785218834,0.7116247092712003,0.7580576029314128,0.7094862399505256,0.8377795228272751
